"lab","polarity","anchor_n","replicate","source","apex_rt","areaUnderTic","xicFwhm","maxIntensity","signalToNoiseRatio"
"hmgu","neg",19,4,"own",565.32,90828.3546171456,0.7450000000199,44710.8587521713,11691.3190027172
"hmgu","neg",20,4,"own",586.27999999998,87688.326342808,0.731000000039899,45739.7929158185,3061.49780810322
"hmgu","neg",1,5,"own",26.89300000002,1320.30281513845,0.690000000000001,812.157599770049,36.950631504933
"hmgu","neg",2,5,"own",26.89300000002,5466.41576816248,0.664999999980001,3571.97289675123,161.601337537105
"hmgu","neg",3,5,"consensus",34.68799999998,23828.7883446907,1.38999999996,10423.6788381403,1954.74001772694
"hmgu","neg",4,5,"own",54.32599999998,71324.3896947071,3.444,18552.7860811887,6200.64714912871
"hmgu","neg",5,5,"own",137.73,129260.517708703,4.08200000004001,25492.941423897,4045.87748905837
"hmgu","neg",6,5,"own",219.68299999998,227064.725660053,1.38499999998001,102368.370713679,102364.505596511
"hmgu","neg",7,5,"own",261.51799999998,386069.21787159,1.37199999995994,169951.55759715,90241.0588288114
"hmgu","neg",8,5,"own",293.32600000002,604757.641902082,1.36299999995998,285664.256755901,63625.9755684572
"hmgu","neg",9,5,"own",321.573,843395.044794992,1.33700000004006,363559.069333546,32619.6036435674
"hmgu","neg",10,5,"own",347.268,1061071.4922989,2.05700000003998,467644.785412072,45554.8482529424
"hmgu","neg",11,5,"own",372.38599999998,1265300.40828264,1.39699999998004,527378.908064103,27218.2434886346
"hmgu","neg",12,5,"own",396.94699999998,1484841.45277343,2.13200000004002,619142.412600689,19010.320017521
"hmgu","neg",13,5,"own",421.71,1498896.19188501,1.35700000001998,654035.827743866,29755.4845795304
"hmgu","neg",14,5,"own",446.421,1868925.26999002,1.44400000001997,781260.509334191,34126.3637818255
"hmgu","neg",15,5,"own",470.709,276073.841882587,1.42399999997997,140479.45693393,9528.8593757458
"hmgu","neg",16,5,"own",495.267,77000.6524890108,1.38199999998,38423.2270962557,2704.11090074894
"hmgu","neg",17,5,"own",518.82100000002,72893.869256096,0.774000000000115,33865.6172679751,10557.9282216084
"hmgu","neg",18,5,"own",542.358,83674.0559449969,1.43500000002007,43889.7138182264,43878.2594455713
"hmgu","neg",19,5,"own",564.74599999998,92589.758851586,1.48000000001991,43342.7497023867,5036.76023732647
"hmgu","neg",20,5,"own",585.255,90281.7799849227,0.729000000000042,41041.2226474563,15594.5531484742
"hmgu","neg",1,6,"own",27.411,1332.83344220756,0.706000000019998,882.656936571999,122.09908124235
"hmgu","neg",2,6,"consensus",27.411,5773.77080500655,0.685999999980002,3957.55078795642,244.888178023749
"hmgu","neg",3,6,"consensus",35.304,22294.8900429754,1.42900000002,9215.53104850749,1880.46721697305
"hmgu","neg",4,6,"own",55.61800000002,70104.5247046785,3.41899999998,17192.3634366798,4190.64503692594
"hmgu","neg",5,6,"own",138.94699999998,127936.608199954,4.67300000004002,23522.3759652607,8547.5127245888
"hmgu","neg",6,6,"own",220.69399999998,228761.518063142,1.42500000000001,98216.9121949032,98211.800295254
"hmgu","neg",7,6,"own",262.18099999998,390802.87329823,1.36500000000001,179258.545769924,69849.5738032017
"hmgu","neg",8,6,"own",294.12400000002,585889.186829666,1.38500000004001,268114.156370763,37665.5169861181
"hmgu","neg",9,6,"own",321.79900000002,847764.639402694,2.07800000003999,365684.256843961,41525.6041500187
"hmgu","neg",10,6,"own",348.25099999998,1042402.45035839,1.42199999999997,451014.49647895,43343.5797977666
"hmgu","neg",11,6,"own",373.45900000002,1277381.40462162,2.07800000003999,522679.203803231,30306.1566795527
"hmgu","neg",12,6,"own",397.41100000002,1476487.01223785,2.03899999998004,595435.859235362,18890.9733986499
"hmgu","neg",13,6,"own",422.46799999998,1515086.8291572,1.43899999998001,640940.111258605,18715.7585659319
"hmgu","neg",14,6,"own",446.79199999998,1861611.80816424,1.38600000000002,838262.902611398,31534.7633635794
"hmgu","neg",15,6,"own",471.15499999998,279425.823785451,0.734000000039998,141333.672896803,14770.034011389
"hmgu","neg",16,6,"own",495.91399999998,73254.2176390267,1.40899999997993,37310.7683577307,2162.29443850924
"hmgu","neg",17,6,"own",519.78499999998,68923.8621128813,1.40199999996003,33185.258312978,13792.8891144903
"hmgu","neg",18,6,"own",543.375,68871.8121896915,0.751999999979944,30993.4330415553,14651.1225855803
"hmgu","neg",19,6,"own",565.41400000002,72290.1422340401,1.42300000002012,34738.8104422336,3404.05282691191
"hmgu","neg",20,6,"own",586.041,58289.576300148,0.701999999999884,27273.751336435,2958.2365566725
"hmgu","pos",1,1,"own",27.31699999998,161765.839025214,0.686000000040003,40149.1233991771,16735.698547606
"hmgu","pos",2,1,"own",28.70599999998,263503.07566819,0.725000000040001,38210.868141973,38206.8382767312
"hmgu","pos",3,1,"own",36.3,270607.923019807,1.45500000000001,90105.8578181441,90102.6203469543
"hmgu","pos",4,1,"own",56.16400000002,410046.884030614,3.468,90821.8433423377,9617.13006778233
"hmgu","pos",5,1,"own",143.09200000002,582967.918711555,5.40799999997998,91639.7775460474,5252.45142942179
"hmgu","pos",6,1,"own",222.06400000002,649952.282315388,2.04400000001999,253967.928379825,25226.0220374551
"hmgu","pos",7,1,"own",262.73800000002,866987.648761947,1.45000000002,363359.155062093,22694.7382127724
"hmgu","pos",8,1,"own",295.15099999998,1152431.06851787,1.41899999999998,471454.816207293,26379.1995471631
"hmgu","pos",9,1,"own",322.14400000002,1289751.32906642,2.07900000000001,523906.66763885,20786.2003251555
"hmgu","pos",10,1,"own",348.43399999998,1438183.68113071,1.38499999998004,556801.909745489,33386.1998197289
"hmgu","pos",11,1,"own",372.58699999998,1564973.95667461,2.08599999995999,576249.651414769,17545.9928605622
"hmgu","pos",12,1,"own",397.68,1715189.07952543,1.35799999997994,658820.312577581,11130.5486436749
"hmgu","pos",13,1,"own",421.39099999998,1736297.03415507,2.02700000004,611366.950624041,15622.0062499813
"hmgu","pos",14,1,"own",445.87999999998,1798170.26221413,1.98999999995993,642482.361414889,10278.3176285756
"hmgu","pos",15,1,"own",470.88400000002,2100868.43250529,2.05099999997998,661992.194258202,15865.1892525896
"hmgu","pos",16,1,"own",495.12499999998,2440567.60244166,2.64300000000003,779517.272293266,23574.0079991465
"hmgu","pos",17,1,"own",519.612,5033398.41759161,2.02800000000002,1539958.1785771,9448.20492275598
"hmgu","pos",18,1,"own",543.18400000002,5494201.27072863,1.97600000004002,1711538.01204201,5789.05859774532
"hmgu","pos",19,1,"own",565.83100000002,6301836.60977614,2.63600000003999,1823599.26800596,6236.70720517309
"hmgu","pos",20,1,"own",586.28899999998,6345792.75803763,2.67300000000012,1650343.03078773,14184.2951558377
"hmgu","pos",1,2,"consensus",27.072,47462.4102859735,0.68500000002,30851.8054315075,30848.3163293253
"hmgu","pos",2,2,"own",28.419,56093.5191992405,0.661999999980001,33162.6579171991,33158.8799085108
"hmgu","pos",3,2,"own",36.10000000002,199806.114124049,1.43000000004,79128.5047002915,26491.1537179108
"hmgu","pos",4,2,"own",54.19900000002,400182.955127015,3.60400000002,92854.8214328601,7628.92454935604
"hmgu","pos",5,2,"own",139.917,595081.783117498,4.90099999998,95129.6388306639,3969.39855981677
"hmgu","pos",6,2,"own",221.211,679192.481559103,2.09200000002002,285686.676878111,39113.0471642539
"hmgu","pos",7,2,"own",262.29499999998,922524.072634893,2.04199999998002,364560.158146495,22640.4875539937
"hmgu","pos",8,2,"own",294.74200000002,1165392.0160505,1.42199999999997,494094.502637302,20984.8506274453
"hmgu","pos",9,2,"own",322.28299999998,1338062.05694139,1.36300000002001,588444.072353611,19432.1872470071
"hmgu","pos",10,2,"own",347.73100000002,1490116.00370289,2.04500000004003,585220.852395597,17538.5320367646
"hmgu","pos",11,2,"own",372.71200000002,1533540.51292511,2.04599999999999,603573.52160977,11478.9492681421
"hmgu","pos",12,2,"own",397.65400000002,1664587.06434499,1.33999999998002,616861.560983783,9181.08411114926
"hmgu","pos",13,2,"own",421.52299999998,1677928.22088947,2.05300000002006,614868.483045456,13685.369637722
"hmgu","pos",14,2,"own",446.64199999998,1457406.740566,1.41300000000001,540888.893230201,13973.1700208004
"hmgu","pos",15,2,"own",471.09400000002,1444154.1882371,2.04600000000005,566434.851686932,17777.5780693885
"hmgu","pos",16,2,"own",495.65800000002,1633394.96757638,2.05500000000001,610545.382489142,23925.8898157383
"hmgu","pos",17,2,"own",520.19299999998,3434633.70194193,2.00899999998012,1187960.70965299,14393.9910131142
"hmgu","pos",18,2,"own",543.021,3836618.69520929,2.11199999999997,1322540.91785527,8140.42507676135
"hmgu","pos",19,2,"own",565.69300000002,4143553.00702071,2.76100000002009,1363649.73082742,6513.83918333054
"hmgu","pos",20,2,"own",586.8,4645959.5804994,2.81099999999992,1446302.79862816,22776.5682058544
"hmgu","pos",1,3,"consensus",27.77800000002,45849.6316919185,0.752000000039999,27717.1364678384,27714.1804167681
"hmgu","pos",2,3,"own",28.44400000002,58250.4363487685,NA,33889.6278495262,33886.5047022524
"hmgu","pos",3,3,"own",36.08899999998,202932.420260375,1.40800000002,86431.1754150243,52543.5703185258
"hmgu","pos",4,3,"own",54.60100000002,398702.730188269,2.86599999996,95687.1054080885,6565.46256317505
"hmgu","pos",5,3,"own",139.707,601266.856083431,4.80399999996001,102679.991651608,5220.40563358655
"hmgu","pos",6,3,"own",221.70400000002,682652.396822714,1.36800000000002,287782.781476858,24155.0308844041
"hmgu","pos",7,3,"own",262.79599999998,884942.358601081,1.39799999999997,397312.224601497,16987.3703411074
"hmgu","pos",8,3,"own",294.41200000002,1100666.66963361,1.36600000001999,470952.578961376,22426.5709975698
"hmgu","pos",9,3,"own",322.35,1396918.14098331,1.37399999999997,586186.828355538,21238.6933218275
"hmgu","pos",10,3,"own",348.201,1462523.61029384,1.37399999999997,629449.138874902,26012.2710056082
"hmgu","pos",11,3,"own",372.699,1599651.86610309,2.03700000000003,609668.667068855,16287.1322397935
"hmgu","pos",12,3,"own",397.32,1659695.47524672,2.03100000000001,653617.056738287,9660.29656614202
"hmgu","pos",13,3,"own",421.82599999998,1678931.20700502,2.08199999999999,661687.37294432,21741.9063692437
"hmgu","pos",14,3,"own",446.52799999998,1315857.68429913,1.40700000000004,545767.37332642,11926.3911352934
"hmgu","pos",15,3,"own",471.40000000002,932831.083765672,1.39099999998001,388394.397838467,17481.1939141225
"hmgu","pos",16,3,"own",496.002,1024065.10685662,1.43599999997997,411285.396487529,25679.0263717945
"hmgu","pos",17,3,"own",519.65200000002,2127626.30650855,1.30500000000006,831753.424943916,17510.4784647061
"hmgu","pos",18,3,"own",542.98399999998,2461205.8722287,1.38500000004001,922423.068188557,9627.35102408067
"hmgu","pos",19,3,"own",565.584,2775605.43972782,1.97699999999998,995832.836582961,8301.64293008791
"hmgu","pos",20,3,"own",586.58800000002,3177159.74876352,2.03199999996002,1125250.56491342,37276.0318747077
"hmgu","pos",1,4,"consensus",27.50299999998,48920.7656621778,NA,35877.5488737206,14687.6174897101
"hmgu","pos",2,4,"own",28.26100000002,50497.0071710925,0.708999999960003,30780.2928233611,30777.2200184256
"hmgu","pos",3,4,"own",35.886,198209.256007745,0.667999999980005,86070.1148701206,52938.1686074062
"hmgu","pos",4,4,"own",53.87800000002,392893.766475804,2.808,98198.7527277718,8560.00295510587
"hmgu","pos",5,4,"own",138.15700000002,603436.937912797,4.92800000004002,99021.2831589378,4341.18057911886
"hmgu","pos",6,4,"own",221.99200000002,700137.047658307,1.31199999995999,274521.26036671,22359.3208434791
"hmgu","pos",7,4,"own",262.96399999998,917922.760577262,1.35599999999999,395813.134906372,23345.2097136134
"hmgu","pos",8,4,"own",295.24999999998,1177128.85816214,1.35600000000005,492465.879000302,20352.3274283062
"hmgu","pos",9,4,"own",322.96099999998,1342975.60557087,1.38799999997997,577493.982671943,23347.0526846307
"hmgu","pos",10,4,"own",348.558,1493418.98578134,2.00600000003999,618724.413258587,22081.3373126307
"hmgu","pos",11,4,"own",373.527,1626742.28504771,2.02000000001999,643573.809175331,15804.3203382656
"hmgu","pos",12,4,"own",398.57299999998,1704077.16763708,2.03899999998004,642508.920747328,10694.3524530096
"hmgu","pos",13,4,"own",422.427,1646787.34167254,2.13099999995995,636689.935862046,28714.9814733666
"hmgu","pos",14,4,"own",446.979,1287384.22185276,2.07100000001998,522347.72801212,11249.1154125449
"hmgu","pos",15,4,"own",471.64300000002,772476.862619399,2.09299999998001,320847.53117725,14717.9639025917
"hmgu","pos",16,4,"own",496.143,798317.178681928,2.10400000001999,323234.298507871,21787.5618960578
"hmgu","pos",17,4,"own",520.5,1729380.65953286,1.40800000001991,708045.311350621,16831.747618894
"hmgu","pos",18,4,"own",543.49600000002,2001672.01785,2.04500000003998,770457.494224071,10183.2500754978
"hmgu","pos",19,4,"own",566.139,2320812.55440609,1.30000000001996,870510.485992495,9340.94753888339
"hmgu","pos",20,4,"own",587.04199999998,2643439.7034862,2.01499999997998,959919.958106601,22485.1702087799
"hmgu","pos",1,5,"own",27.00199999998,48721.8756180337,0.694000000020001,35051.8921273741,19512.5125558896
"hmgu","pos",2,5,"own",28.41100000002,61079.8687273201,NA,38659.2716741901,38656.1485125643
"hmgu","pos",3,5,"own",36.03499999998,210418.895881758,1.422,80074.5358123041,65531.2388815929
"hmgu","pos",4,5,"own",55.09999999998,406858.77710237,3.61000000002,93510.6315228107,7485.03566279928
"hmgu","pos",5,5,"own",140.526,604469.068779161,4.98400000001999,103458.129150549,4145.61142393982
"hmgu","pos",6,5,"own",221.664,669720.31070331,1.48899999996001,281486.466321626,22599.3067204019
"hmgu","pos",7,5,"own",262.869,896933.907314909,1.36599999995997,398604.416041206,17884.7166289876
"hmgu","pos",8,5,"own",294.94999999998,1178487.90659987,1.36399999997997,494354.713723309,17872.3253628046
"hmgu","pos",9,5,"own",322.24099999998,1393019.36790472,2.03200000001999,553719.632250521,25790.8529265757
"hmgu","pos",10,5,"own",348.54499999998,1511525.14966661,2.03999999999996,603841.28572516,24314.2901243178
"hmgu","pos",11,5,"own",373.662,1602560.87085561,2.11500000000001,624470.30376078,18015.8192116218
"hmgu","pos",12,5,"own",397.716,1730499.0745611,1.97999999999996,678366.489516337,11863.1135415072
"hmgu","pos",13,5,"own",422.18599999998,1719965.46620989,2.09299999998001,640906.533774692,23109.9951535711
"hmgu","pos",14,5,"own",446.71300000002,1271213.55675014,1.34100000000007,505380.209271191,9945.3109062462
"hmgu","pos",15,5,"own",471.31699999998,694379.023355673,1.44,296163.228714136,17551.0120819196
"hmgu","pos",16,5,"own",495.819,729864.755570474,2.09699999999992,303690.522359694,19918.7009236496
"hmgu","pos",17,5,"own",520.08799999998,1547679.61535205,1.92899999999997,616888.307175311,14404.3833313826
"hmgu","pos",18,5,"own",542.98399999998,1799460.24422759,1.41300000000001,686001.953012531,8338.84169735885
"hmgu","pos",19,5,"own",565.743,2118756.66125349,1.98100000002,811337.714037091,6011.70404983665
"hmgu","pos",20,5,"own",586.73200000002,2470664.16323656,2.13100000001998,931450.474272259,44488.5156487566
"hmgu","pos",1,6,"consensus",27.07099999998,51575.6975099138,0.722999999999999,35376.2308997255,7814.30508878852
"hmgu","pos",2,6,"own",28.45699999998,54773.2890306571,0.663,27681.4117173885,27678.2885515856
"hmgu","pos",3,6,"own",35.47000000002,209489.654477325,1.32799999997999,84078.9610858533,60334.6952811842
"hmgu","pos",4,6,"own",55.32100000002,431468.366018584,3.44500000001999,95579.3961658064,7277.64465712891
"hmgu","pos",5,6,"own",141.19999999998,615502.136378497,4.18799999999999,108178.486605105,4928.61285422803
"hmgu","pos",6,6,"own",220.99099999998,708332.961575908,2.17000000002,280069.970303518,31343.2506430892
"hmgu","pos",7,6,"own",262.25599999998,937329.228087509,1.34699999999998,374587.478892527,22568.6145272719
"hmgu","pos",8,6,"own",293.81599999998,1181685.02954754,1.37799999996002,495925.397520491,19853.2082387388
"hmgu","pos",9,6,"own",321.615,1464144.91526809,2.05799999999999,561104.481434422,48318.5925857194
"hmgu","pos",10,6,"own",347.739,1577559.84845663,1.32200000003996,656189.908599496,21886.8841937316
"hmgu","pos",11,6,"own",372.79600000002,1654790.65168008,1.99599999996002,621998.43196145,15145.9853843941
"hmgu","pos",12,6,"own",396.89599999998,1752301.44034632,2.05600000002005,646890.61552814,9838.8253357402
"hmgu","pos",13,6,"own",421.54000000002,1804695.59464878,2.02800000000002,661532.440977773,12914.8280975001
"hmgu","pos",14,6,"own",446.39800000002,1247879.36387462,1.40800000002002,491795.261736053,15486.5986848356
"hmgu","pos",15,6,"own",470.92900000002,559537.40709071,1.38400000001997,241551.397645991,23760.9035210213
"hmgu","pos",16,6,"own",495.40099999998,539870.609381571,2.04700000001998,224118.662138045,16408.1622347525
"hmgu","pos",17,6,"own",519.552,1153805.2594492,1.38699999996004,503575.425921982,23555.0498852735
"hmgu","pos",18,6,"own",542.89000000002,1323802.9489242,2.00700000000006,549795.929687018,30687.883522352
"hmgu","pos",19,6,"own",565.464,1657639.4656527,1.42600000001994,668057.857189864,12967.0277502988
"hmgu","pos",20,6,"own",586.50700000002,1716038.26220526,1.39999999997997,638198.695385845,24490.6240881805
"icl","neg",1,1,"consensus",7.81300038102,685.584414128873,18.50800037388,52,13.5086004087051
"icl","neg",2,1,"consensus",25.40699958804,1063.0837075189,1.83600068088,170.416625976562,31.790771484375
"icl","neg",3,1,"consensus",27.24300026892,888.014876246069,0.685000419600001,455.90673828125,148.693760380834
"icl","neg",4,1,"own",27.24300026892,1059.27006999151,0.457000136400001,782.248046875,172.275742361392
"icl","neg",5,1,"own",108.02599668504,5668.87967772926,13.944003582,399.66748046875,385.66748046875
"icl","neg",6,1,"own",188.40399742128,11002.1882596203,1.82700634002001,4534.48046875,1015.21661692297
"icl","neg",7,1,"own",231.37500286104,21336.3753816262,0.913009643580011,14024.2109375,6299.61371352129
"icl","neg",8,1,"own",265.69499015808,39449.3613782388,0.914011001579979,33961.4375,9299.84589041096
"icl","neg",9,1,"own",295.17600059508,63512.231981786,0.685987472519969,54193.9375,18271.2591056253
"icl","neg",10,1,"own",321.98698997496,96882.048724967,0.685014724680002,80338.875,21580.5883260767
"icl","neg",11,1,"own",347.35198974612,114309.831835225,0.685014724740029,93146.1875,22571.6995049353
"icl","neg",12,1,"own",371.87799453738,144363.626484797,0.914011001580036,114052.9375,38276.8030127614
"icl","neg",13,1,"own",396.34400367738,164229.628060788,0.91298103336004,121244.5,54511.8935203921
"icl","neg",14,1,"own",420.33199310304,147779.008575749,0.971002578720004,112789,38032.5104546068
"icl","neg",15,1,"own",444.3889904022,107258.23417225,0.913009643579983,77058.8125,25982.6698030487
"icl","neg",16,1,"own",468.17699432376,49416.6306576943,0.914011001579979,39410.375,13285.9082018076
"icl","neg",17,1,"own",491.53301239014,21753.0219773054,0.913982391360037,16384.734375,10913.8229166667
"icl","neg",18,1,"own",514.17200088498,8811.26713381833,0.914039611859948,7152.0078125,4198.23988970588
"icl","neg",19,1,"own",535.89099884034,6007.00316349931,0.928001403779831,4290.51953125,1441.89920789491
"icl","neg",20,1,"own",556.76502227784,8039.02892468266,1.14200592042005,5437.078125,3614.71875
"icl","neg",1,2,"consensus",33.64899873732,740.757705195557,NA,73,30.2857142857143
"icl","neg",2,2,"consensus",25.41300058362,1874.9145118311,21.26399874684,128.056396484375,37.9591246743474
"icl","neg",3,2,"consensus",27.25199997426,696.906184651358,NA,493.60107421875,172.984611337376
"icl","neg",4,2,"own",27.25199997426,2773.61697596416,0.228999853139999,678.712890625,266.28515625
"icl","neg",5,2,"own",106.40800237656,4315.12320157947,10.28800249098,517.94482421875,168.26683671211
"icl","neg",6,2,"own",188.42399597166,10878.4213089907,1.82699203494002,4531.10546875,2276.76449303443
"icl","neg",7,2,"own",231.38099670408,20772.4954198324,0.913996696500021,15472.6875,8038.07689386365
"icl","neg",8,2,"own",265.73201179506,38946.3838849354,0.685014724739972,33096.34375,11156.1930898422
"icl","neg",9,2,"own",295.20898818972,66934.80770181,0.914011001579979,51446.5,8745.57459744002
"icl","neg",10,2,"own",322.24499702454,93005.5225974853,0.913982391360037,74243.8125,28549.5432692308
"icl","neg",11,2,"own",347.38400459292,116787.500279208,0.913982391359923,85451.6875,28478.2291666667
"icl","neg",12,2,"own",372.1119976044,146451.82737995,0.91398239130001,113318.375,75535.5833333333
"icl","neg",13,2,"own",396.56398773192,160970.75144458,0.913009643519956,118488.3125,31963.5269121813
"icl","neg",14,2,"own",420.57801246642,141977.775993158,0.97200393677997,109547.6875,36510.8958333333
"icl","neg",15,2,"own",444.40200805662,101170.003455493,0.913982391360037,77259.5,26050.0134898152
"icl","neg",16,2,"own",468.17098617552,51257.1179062847,0.914011001579979,41375.90625,13948.7745346014
"icl","neg",17,2,"own",491.2989807129,21759.9848662943,0.914039611799979,16502.78125,5006.49756643542
"icl","neg",18,2,"own",514.38102722166,9757.79965107137,1.14200592041993,7117.8125,2395.05345339269
"icl","neg",19,2,"own",536.32301330568,7713.72874774496,0.913982391359923,4976.51171875,1653.50390625
"icl","neg",20,2,"own",556.74499511718,12639.7478580431,0.686016082740025,9374.546875,3119.84895833333
"icl","neg",1,3,"consensus",27.25799918172,643.322893165963,18.07999938726,81,66.5
"icl","neg",2,3,"consensus",41.89600110054,748.773181129046,18.74100208278,66,12.7283954863938
"icl","neg",3,3,"consensus",27.03000068664,725.294478538846,0.684998631480003,372.56103515625,132.800383391204
"icl","neg",4,3,"consensus",27.48700082304,2958.32641320412,12.35199987888,692.626953125,124.078523128405
"icl","neg",5,3,"own",109.41400051116,4965.33881140385,12.35500574112,412.021728515625,264.014485677083
"icl","neg",6,3,"own",188.6449956894,10003.5394977911,1.82800769802,4953.94921875,1332.37534567651
"icl","neg",7,3,"own",231.6149997711,20492.2603886238,0.914011001579979,15599.5625,4105.97385976628
"icl","neg",8,3,"own",265.71498870852,41893.1775086928,0.914011001579979,34438.3125,11608.7658505328
"icl","neg",9,3,"own",295.43601036072,70756.5283386421,0.914011001579979,57190.3125,22870.0098495483
"icl","neg",10,3,"own",322.23000526428,105605.311561602,0.91398239135998,88957.75,29995.5314987185
"icl","neg",11,3,"own",347.36600875854,132416.099364613,0.91398239135998,105071.6875,23345.7083333333
"icl","neg",12,3,"own",372.11500167846,167944.376598668,0.912981033300014,132816.75,31320.1841706021
"icl","neg",13,3,"own",396.35101318362,184758.74541304,0.914011001640006,138503.625,41650.1127819549
"icl","neg",14,3,"own",420.58899879456,170918.809306614,1.19999885561998,125809.625,56565.042047429
"icl","neg",15,3,"own",444.41599845888,116593.885253052,1.14200592041999,87369.375,42771.6925725185
"icl","neg",16,3,"own",468.42301368714,56121.7552100465,0.914011001579979,42391.90625,13215.3448182639
"icl","neg",17,3,"own",491.35099411008,28198.8194939063,1.14200592041999,19913.046875,13266.03125
"icl","neg",18,3,"own",514.20301437378,12017.4394208181,0.928001403779945,8233.734375,2739.578125
"icl","neg",19,3,"own",535.92802047732,8910.41161751462,1.14297866820004,5619.56640625,1350.25696536145
"icl","neg",20,3,"own",556.79100036624,16977.9600228453,0.913009643579926,11961.8671875,4109.82890065166
"icl","neg",1,4,"consensus",25.41499972344,712.899667829909,17.37799912692,34.153076171875,7.59493729118626
"icl","neg",2,4,"consensus",32.2699999809,673.263706463366,6.6269999742,80,21.583704303251
"icl","neg",3,4,"consensus",27.47100055218,1386.39614540111,0.914000272800003,298.454345703125,75.9353421565156
"icl","neg",4,4,"own",41.18500113486,2574.11150402356,0.456998348279996,751.76904296875,299.407117280157
"icl","neg",5,4,"own",109.65700149534,3187.60934895855,11.20099782948,359.00732421875,115.055026241685
"icl","neg",6,4,"own",189.10999774932,8979.48166095505,1.37098789211998,4948.90234375,1663.93576950965
"icl","neg",7,4,"own",231.6300058365,19773.4746616761,0.930004119839992,16184.890625,5137.2550167403
"icl","neg",8,4,"own",266.00100517272,41617.6788298703,0.912981033359983,34635.53125,10023.3903701477
"icl","neg",9,4,"own",295.48001289366,71433.0106675124,0.914011001580036,55517.5625,21485.373710114
"icl","neg",10,4,"own",322.26299285886,99390.6592108598,0.914011001640063,84068,18897.4324385089
"icl","neg",11,4,"own",347.4030017853,125032.805068453,0.913982391360037,99077.1875,17877.813159705
"icl","neg",12,4,"own",372.1440124512,158210.934548227,0.914011001640006,120776.1875,42218.964146253
"icl","neg",13,4,"own",396.15900993348,180463.43484665,1.14200592042005,134585.5,53828.6
"icl","neg",14,4,"own",420.38600921628,158241.094293364,0.799999237079987,119269.4375,41531.8001124074
"icl","neg",15,4,"own",444.21998977662,100743.772487949,0.914011001580036,74621.0625,14846.7605864112
"icl","neg",16,4,"own",467.98999786374,49470.4213214099,1.14200592035996,35813.40625,14441.6091701437
"icl","neg",17,4,"own",491.35202407836,26130.2169825744,1.14297866819999,17942.28125,5975.42708333333
"icl","neg",18,4,"own",513.97401809694,11564.1143706596,0.913982391359923,7934.7421875,2514.27525838216
"icl","neg",19,4,"own",535.92298507692,8458.75488697522,1.14200592042005,6773.0390625,1519.18680302622
"icl","neg",20,4,"own",556.7670249939,16388.0705589942,0.686016082740025,11828.7109375,5547.28121026245
"icl","neg",1,5,"consensus",23.12099933622,1438.46756978178,37.25100159648,119.089965820312,51.6933492580107
"icl","neg",2,5,"consensus",30.4309988022,301.247980615992,NA,109.325378417969,44.422104895609
"icl","neg",3,5,"consensus",30.20199894906,381.402981752207,0.68600177766,47,10.3333333333333
"icl","neg",4,5,"consensus",40.94200015068,634.088394890867,0.456998348219997,213.9736328125,44.5104619840146
"icl","neg",5,5,"consensus",113.89800310134,2369.89072117994,16.21900320054,178.83203125,46.8091517857143
"icl","neg",6,5,"own",187.82399654388,2788.96570185858,1.82799339293999,1079.15234375,221.516433110347
"icl","neg",7,5,"own",231.70400619504,5955.14050904396,1.14199161528003,3585.453125,1189.81770833333
"icl","neg",8,5,"own",265.59099197388,13612.3332655784,0.914011001579979,11246.3828125,2675.83423569063
"icl","neg",9,5,"own",386.8460083008,18824.7942796536,0.685987472579995,11517.828125,1107.40091008075
"icl","neg",10,5,"own",371.768989563,218.148988389349,NA,180.507080078125,11.4999893123333
"icl","neg",11,5,"consensus",347.46600151062,42612.9107372429,0.91398239135998,36558.25,2760.29155136517
"icl","neg",12,5,"own",373.3689880371,50348.524851518,2.51297950745999,2665.9765625,182.101868164762
"icl","neg",13,5,"own",396.22899055482,45779.991284147,0.913009643520013,37510.28125,4090.51942506881
"icl","neg",14,5,"own",420.45899391174,31320.5072759662,0.972003936780084,23175.71875,2529.5953834597
"icl","neg",15,5,"consensus",444.28399086,35961.0568938926,0.927000045780005,26358.5,1281.43562322461
"icl","neg",16,5,"own",468.05500030518,31508.0888258257,0.91398239135998,23509.140625,4505.42288337676
"icl","neg",17,5,"consensus",491.42898559572,13507.2660277671,0.91398239135998,9751.03125,1297.50434875488
"icl","neg",18,5,"consensus",514.05000686646,5119.33717603358,0.686016082740025,4083.197265625,837.856983050743
"icl","neg",19,5,"consensus",536.22001647948,5175.71006195971,1.14200592042005,2086.568359375,499.471836257486
"icl","neg",20,5,"consensus",556.84101104736,4214.95919771351,0.913982391360037,2753.767578125,683.006864897097
"icl","neg",2,6,"consensus",29.50400054454,2086.73893848771,56.95100158452,89,29.1381620288584
"icl","neg",3,6,"consensus",20.13899981976,3045.54785727048,63.80399644374,107.329833984375,62.275619846469
"icl","neg",4,6,"consensus",41.38200044634,1228.70078216886,0.22899985314001,336.203857421875,112.189605013934
"icl","neg",5,6,"own",106.5999984741,828.069635466636,0.228002071380004,193.117553710938,118.078928629557
"icl","neg",6,6,"consensus",188.04399490356,2260.31168286421,1.14200592042002,1008.09326171875,198.21865234375
"icl","neg",7,6,"consensus",231.46900177002,5522.65299516425,0.913996696439995,3421.36328125,799.738864743211
"icl","neg",8,6,"consensus",265.80800056458,9875.31955641413,0.91398239135998,7220.04296875,1012.48393047531
